field,wbs_lvl2,wbs_lvl3,wbs_lvl4,wbs_lvl5,classification,sample_size,cost_total,cost_mean,cost_median,cost_p10,cost_p90,cost_min,cost_max
DARAJAT,E530-30203-D235301,E530-3020392-D235301,E530-302039207-D235301,E530-30203920759-D235301,hybrid,1,1110.61,1110.61,1110.61,1110.61,1110.61,1110.61,1110.61
DARAJAT,E530-30203-D235301,E530-3020392-D235301,E530-302039208-D235301,E530-30203920821-D235301,hybrid,1,35149.65,35149.65,35149.65,35149.65,35149.65,35149.65,35149.65
DARAJAT,E530-30203-D235301,E530-3020392-D235301,E530-302039208-D235301,E530-30203920860-D235301,hybrid,1,158740.03,158740.03,158740.03,158740.03,158740.03,158740.03,158740.03
DARAJAT,E530-30203-D235301,E530-3020392-D235301,E530-302039209-D235301,E530-30203920962-D235301,hybrid,1,18471.94,18471.94,18471.94,18471.94,18471.94,18471.94,18471.94
DARAJAT,E530-30203-D235301,E530-3020393-D235301,E530-302039307-D235301,E530-30203930759-D235301,hybrid,1,1091.86,1091.86,1091.86,1091.86,1091.86,1091.86,1091.86
DARAJAT,E530-30203-D235301,E530-3020393-D235301,E530-302039308-D235301,E530-30203930821-D235301,hybrid,1,1816.58,1816.58,1816.58,1816.58,1816.58,1816.58,1816.58
DARAJAT,E530-30203-D235301,E530-3020393-D235301,E530-302039308-D235301,E530-30203930860-D235301,hybrid,1,20333.56,20333.56,20333.56,20333.56,20333.56,20333.56,20333.56
DARAJAT,E530-30203-D235301,E530-3020393-D235301,E530-302039309-D235301,E530-30203930962-D235301,hybrid,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARAJAT,E530-30203-D235301,E530-3020394-D235301,E530-302039407-D235301,E530-30203940759-D235301,hybrid,1,9484.61,9484.61,9484.61,9484.61,9484.61,9484.61,9484.61
DARAJAT,E530-30203-D235301,E530-3020394-D235301,E530-302039408-D235301,E530-30203940821-D235301,hybrid,1,77870.02,77870.02,77870.02,77870.02,77870.02,77870.02,77870.02
DARAJAT,E530-30203-D235301,E530-3020394-D235301,E530-302039408-D235301,E530-30203940860-D235301,hybrid,1,286145.23,286145.23,286145.23,286145.23,286145.23,286145.23,286145.23
DARAJAT,E530-30203-D235301,E530-3020394-D235301,E530-302039409-D235301,E530-30203940962-D235301,hybrid,1,104400.71,104400.71,104400.71,104400.71,104400.71,104400.71,104400.71
