field,campaign_canonical,well_base_canonical,well_instance_id,well_canonical,event_ref_no,event_type,event_major_category,event_detail,event_duration_days,deviation_type,mapping_method,confidence,source_text_used
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,3,NPT,RREQ,DERRICK,0.562500,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,5,NPT,WP,TIGHT HOLE,0.020833,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,4,NPT,PR,PROC,0.312500,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,6,NPT,WP,TIGHT HOLE,0.520833,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,5,NPT,SP,STUCK,0.062500,stuck_related,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,7,NPT,WP,TIGHT HOLE,4.187500,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,6,NPT,SP,STUCK,11.437500,stuck_related,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,8,NPT,WO,WATER,0.031250,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,7,NPT,SW,STUCK,1.333333,stuck_related,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,6,NPT,SP,STUCK,0.166667,stuck_related,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,8,NPT,RRBOP,SURF,0.104167,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,6,NPT,SP,STUCK,0.020833,stuck_related,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,8,NPT,RRBOP,SURF,0.041667,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,6,NPT,SP,STUCK,1.041667,stuck_related,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,9,NPT,RREQ,POWER,0.166667,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,6,NPT,SP,STUCK,2.041667,stuck_related,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,10,NPT,WC,STEAM,0.031250,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,11,NPT,WC,STEAM,0.062500,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,6,NPT,SP,STUCK,0.333333,stuck_related,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,12,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,6,NPT,SP,STUCK,4.645833,stuck_related,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,13,NPT,WP,SLTSUT INSTAB,0.354167,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2018,MBD-8,WAYANG_WINDU_2018|MBD-8,MBD-8,14,NPT,EQPS,CSG HAN,0.104167,standard,well_alias_context_bridge,high,MBD-8
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,1,NPT,RREQ,CIRSYS,0.125000,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,2,NPT,WP,TIGHT HOLE,0.083333,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,3,NPT,EQP,CSG LN,0.010417,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,4,NPT,RREQ,TOP DRIVE,0.197917,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,5,NPT,RREQ,DW HOIST,0.010417,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,6,NPT,RREQ,EQP,0.489583,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,7,NPT,WO,CMT,0.239583,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,8,NPT,RREQ,CIRSYS,0.020833,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,9,NPT,RREQ,CIRSYS,0.031250,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-6,WAYANG_WINDU_2021|MBE-6,MBE-6,10,NPT,RREQ,CIRSYS,0.041667,standard,well_alias_context_bridge,high,MBE-6
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,1,NPT,WP,TIGHT HOLE,0.291667,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,1,NPT,WP,TIGHT HOLE,0.062500,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,2,NPT,RREQ,TOP DRIVE,0.010417,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,3,NPT,WO,HES,0.145833,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,3,NPT,WO,HES,0.729167,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,3,NPT,WO,HES,0.010417,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,4,NPT,SCL,GEOMETRY,0.125000,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,5,NPT,SCL,GEOMETRY,1.833333,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,6,NPT,RREQ,TOP DRIVE,0.156250,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,7,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBE-7,WAYANG_WINDU_2021|MBE-7,MBE-7,8,NPT,RREQ,TOP DRIVE,0.041667,standard,well_alias_context_bridge,high,MBE-7
WAYANG_WINDU,WAYANG_WINDU_2021,MBI-1,WAYANG_WINDU_2021|MBI-1,MBI-1,1,NPT,RREQ,TOP DRIVE,0.020833,standard,well_alias_context_bridge,high,MBI-1
WAYANG_WINDU,WAYANG_WINDU_2021,MBI-1,WAYANG_WINDU_2021|MBI-1,MBI-1,2,NPT,RREQ,CIRSYS,0.010417,standard,well_alias_context_bridge,high,MBI-1
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,1,NPT,FISH,FISH ALL OH,0.843750,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,2,NPT,RREQ,TOP DRIVE,0.239583,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,3,NPT,RREQ,TOP DRIVE,0.031250,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,4,NPT,RREQ,EQP,0.041667,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,5,NPT,RREQ,DP,0.270833,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,6,NPT,RREQ,DP,0.031250,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,7,NPT,RREQ,DP,0.072917,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,8,NPT,EQP,BHA,0.072917,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,9,NPT,RREQ,TOP DRIVE,0.062500,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,10,NPT,RREQ,TOP DRIVE,0.031250,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,11,NPT,EQPS,CMT,0.052083,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,12,NPT,RREQ,TOP DRIVE,1.072917,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-8,WAYANG_WINDU_2021|WWA-8,WWA-8,13,NPT,SP,HOLE CLEAN,1.937500,standard,well_alias_context_bridge,high,WWA-8
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-9,WAYANG_WINDU_2021|WWA-9,WWA-9,1,NPT,RREQ,CIRSYS,0.062500,standard,well_alias_context_bridge,high,WWA-9
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-9,WAYANG_WINDU_2021|WWA-9,WWA-9,2,NPT,RREQ,ROT,0.312500,standard,well_alias_context_bridge,high,WWA-9
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-9,WAYANG_WINDU_2021|WWA-9,WWA-9,3,SC,WO,EQP,0.166667,standard,well_alias_context_bridge,high,WWA-9
WAYANG_WINDU,WAYANG_WINDU_2021,WWA-9,WAYANG_WINDU_2021|WWA-9,WWA-9,4,SC,PR,PROC,0.208333,standard,well_alias_context_bridge,high,WWA-9
