field,campaign_canonical,campaign_code,campaign_raw,campaign_year,well_raw,well_canonical,level_2,level_3,level_4,level_5,pricing_basis,unit_price_basis,quantity_value,unit_price_usd,actual_cost_usd,actual_depth_ft,actual_days,npt_days,active_operational_days,data_quality_flag,source_workbook,source_sheet,source_row_key
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,Casing Installation,active_day_rate,active_operational_day,0.000000,0.000000,55337.050000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,259
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,Casing Installation,active_day_rate,active_operational_day,15.104167,3658.174595,55253.680000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,260
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,Casing Installation,active_day_rate,active_operational_day,23.812500,4212.310341,100305.640000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,261
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,Casing Installation,active_day_rate,active_operational_day,10.895833,5101.087728,55580.600000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,262
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,Casing Installation,active_day_rate,active_operational_day,44.385417,1214.245661,53894.800000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,263
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,Casing Installation,active_day_rate,active_operational_day,14.791667,4895.290031,72409.500000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,264
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,0.000000,0.000000,187723.470000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,265
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,15.104167,18289.150934,276242.390000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,266
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,23.812500,16817.508031,400466.910000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,267
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,10.895833,21698.539249,236423.660000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,268
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,44.385417,11994.080849,532362.280000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,269
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,14.791667,20683.584886,305944.700000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,270
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,0.000000,0.000000,880156.960000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,271
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,15.104167,28896.431693,436456.530000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,272
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,23.812500,28571.997060,680370.680000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,273
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,10.895833,31969.355624,348332.760000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,274
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,44.385417,27690.096502,1229036.480000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,275
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,14.791667,35063.306252,518644.750000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,276
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,0.000000,0.000000,315268.620000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,277
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,15.104167,15884.646932,239924.360000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,278
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,23.812500,13640.745827,324820.260000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,279
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,10.895833,19101.071942,208122.090000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,280
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,44.385417,15910.161889,706179.170000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,281
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,14.791667,17921.921174,265095.090000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,282
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,0.000000,0.000000,12392.450000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,283
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,15.104167,452.328818,6832.050000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,284
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,23.812500,450.911916,10737.340000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,285
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,10.895833,492.481851,5366.000000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,286
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,44.385417,424.880767,18858.510000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,287
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,14.791667,536.186354,7931.090000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,288
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,0.000000,0.000000,68781.390000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,289
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,15.104167,3076.785367,46472.280000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,290
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,23.812500,2281.984252,54339.750000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,291
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,10.895833,2158.203049,23515.420000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,292
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,44.385417,2585.394207,114753.800000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,293
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,14.791667,3827.178505,56610.350000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,294
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,0.000000,0.000000,24494.270000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,295
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,15.104167,760.055156,11480.000000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,296
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,23.812500,23.047139,548.810000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,297
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,10.895833,1452.967387,15831.290000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,298
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,44.385417,1343.660915,59638.950000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,299
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,14.791667,1653.904864,24464.010000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,300
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,0.000000,0.000000,277995.300000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,301
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,15.104167,18346.402023,277107.120000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,302
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,23.812500,17006.955171,404978.120000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,303
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,10.895833,6576.236989,71653.580000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,304
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,44.385417,11125.408600,493805.900000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,305
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,14.791667,12144.048402,179630.720000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,306
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,Open Hole Electrical Logging Service,active_day_rate,active_operational_day,15.104167,1946.482716,29400.000000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,307
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,Open Hole Electrical Logging Service,active_day_rate,active_operational_day,23.812500,1756.365354,41823.450000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,308
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,campaign,1.000000,22300.880000,22300.880000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,309
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,0.000000,0.000000,3095.420000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,310
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,15.104167,302.061014,4562.380000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,311
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,23.812500,185.960735,4428.190000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,312
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,0.000000,0.000000,84302.590000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,313
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,15.104167,9658.346601,145881.280000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,314
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,23.812500,7496.960420,178521.370000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,315
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,10.895833,10333.944178,112596.930000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,316
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,44.385417,5444.095749,241638.460000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,317
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,14.791667,12204.923218,180531.160000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,318
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,0.000000,0.000000,941.000000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,319
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,15.104167,73.820688,1115.000000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,320
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,23.812500,144.022677,3429.540000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,321
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,10.895833,33.315489,363.000000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,322
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,44.385417,20.276930,900.000000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,323
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,14.791667,41.577464,615.000000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,324
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,0.000000,0.000000,83861.360000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,325
